state_year,is_after_brady_bill_fed_check_law,has_universal_background_checks,education_attainment,treatnew (21 states),treatyearnew,is_dem_majority,n_pub_mass_shooting_victims,n_pub_mass_shootings,population,unemployed,p_white,p_black,p_asian,p_nativeamerican,p_nonwhite,median_income
Nebraska_2000,1,0,24.6,0,0,0,0,0,1713820.0,0.0167106,0.918499,0.0354735,0.013779,0.0023454,0.081501,65869
Nebraska_2001,1,0,25.7,0,0,0,0,0,1719836.0,0.0200976,0.9188391,0.0323616,0.0102735,0.0047515,0.0811609,66900
Nebraska_2002,1,0,27.1,0,0,0,0,0,1728292.0,0.0204626,0.9289065,0.0180362,0.0098674,0.0036396,0.0710935,64631
Nebraska_2003,1,0,26.8,0,0,0,0,0,1738643.0,0.0235403,0.9189252,0.0230757,0.0108409,0.0061174,0.0810748,64936
Nebraska_2004,1,0,24.8,0,0,0,0,0,1749370.0,0.0237393,0.9181536,0.0248254,0.010706,0.0041893,0.0818464,62957
Nebraska_2005,1,0,25.4,0,0,0,0,0,1761497.0,0.0232771,0.9224859,0.0230478,0.0114092,0.0073386,0.077514,66648
Nebraska_2006,1,0,26.9,0,0,0,0,0,1772693.0,0.0216465,0.9125837,0.02602,0.0123457,0.0112384,0.0874163,64854
Nebraska_2007,1,0,27.5,0,0,0,15,1,1783440.0,0.0182628,0.9275056,0.0217149,0.0110245,0.0094655,0.0724944,64414
Nebraska_2008,1,0,27.1,0,0,0,0,0,1796378.0,0.0179377,0.9228455,0.026071,0.0112529,0.0093031,0.0771545,63991
Nebraska_2009,1,0,27.4,0,0,0,0,0,1812683.0,0.0250152,0.9167265,0.0261196,0.0122591,0.0106577,0.0832735,62780
Nebraska_2010,1,0,28.6,0,0,0,0,0,1829591.0,0.0297596,0.9221587,0.0275942,0.0119371,0.0092166,0.0778413,65384
Nebraska_2011,1,0,27.9,0,0,0,0,0,1840914.0,0.0271469,0.9189334,0.0293379,0.0120772,0.0126116,0.0810666,67143
Nebraska_2012,1,0,29.0,0,0,0,0,0,1853691.0,0.0232484,0.9104486,0.0326749,0.0156755,0.0123921,0.0895514,61707
Nebraska_2013,1,0,29.4,0,0,0,0,0,1865813.0,0.0207061,0.9146801,0.0286169,0.011468,0.0133263,0.0853199,67129
Nebraska_2014,1,0,29.5,0,0,0,0,0,1879955.0,0.0177259,0.9062093,0.0289349,0.0154841,0.0144935,0.0937907,65148
Nebraska_2015,1,0,30.2,0,0,0,0,0,1892059.0,0.0149301,0.9149772,0.0307507,0.0149301,0.0126775,0.0850228,69158
Nebraska_2016,1,0,31.4,0,0,0,0,0,1906483.0,0.0167745,0.9046642,0.0302887,0.015565,0.0131461,0.0953358,67035
Nebraska_2017,1,0,31.7,0,0,0,0,0,1916998.0,0.0150422,0.9005372,0.0291635,0.019033,0.0151445,0.0994628,65855
Nebraska_2018,1,0,32.4,0,0,0,0,0,1925512.0,0.0150635,0.9019074,0.0258599,0.0190736,0.0129556,0.0980926,72911
Nebraska_2019,1,0,33.2,0,0,0,0,0,1932571.0,0.0132045,0.9033188,0.0291409,0.0155317,0.014874,0.0966812,77437
Nebraska_2020,1,0,33.3,0,0,0,4,1,1962642.0,0.0170857,0.8544908,0.0282552,0.0167797,0.0143826,0.1455093,75622
Nebraska_2021,1,0,34.4,0,0,0,0,0,1963554.0,0.0123482,0.8440008,0.0276806,0.0171332,0.0129142,0.1559992,78109
Nevada_1984,0,0,14.4,0,0,0,0,0,924922.0,0.0314185,0.893343,0.0638532,0.0209249,0.0170054,0.106657,64199
Nevada_1985,0,0,14.55,0,0,0,0,0,951030.0,0.031612016666666666,0.8838380666666666,0.06333659999999999,0.02237103333333333,0.019236233333333335,0.11616191666666667,56043
Nevada_1986,0,0,14.7,0,0,0,0,0,980613.0,0.03180553333333333,0.8743331333333333,0.06281999999999999,0.023817166666666667,0.02146706666666667,0.12566683333333334,62044
Nevada_1987,0,0,14.85,0,0,0,0,0,1023376.0,0.031999049999999994,0.8648281999999999,0.06230339999999999,0.025263300000000002,0.023697900000000004,0.13517175,61493
Nevada_1988,0,0,15.0,0,0,0,0,0,1075022.0,0.03219256666666666,0.8553232666666666,0.06178679999999999,0.026709433333333338,0.02592873333333334,0.14467666666666668,61789
Nevada_1989,0,0,15.15,0,0,0,0,0,1137382.0,0.03238608333333332,0.8458183333333332,0.06127019999999999,0.028155566666666673,0.028159566666666674,0.15418158333333334,62071
Nevada_1990,0,0,15.3,0,0,0,0,0,1218629.0,0.0325796,0.8363134,0.0607536,0.0296017,0.0303904,0.1636865,64564
Nevada_1991,0,0,15.7,0,0,0,0,0,1285046.0,0.032558000000000004,0.83311842,0.060460059999999996,0.03147789,0.02866045,0.16688149000000002,64075
Nevada_1992,0,0,16.1,0,0,1,0,0,1330694.0,0.03253640000000001,0.8299234400000001,0.060166519999999994,0.03335408,0.0269305,0.17007648000000003,60568
Nevada_1993,0,0,16.5,0,0,1,0,0,1380197.0,0.03251480000000001,0.8267284600000001,0.05987297999999999,0.03523027,0.02520055,0.17327147000000004,66310
Nevada_1994,1,0,16.9,0,0,1,0,0,1456388.0,0.032493200000000014,0.8235334800000002,0.05957943999999999,0.03710646,0.023470599999999998,0.17646646000000005,65057
Nevada_1995,1,0,17.3,0,0,1,0,0,1525777.0,0.03247160000000002,0.8203385000000002,0.05928589999999999,0.03898265,0.021740649999999997,0.17966145000000006,63904
Nevada_1996,1,0,17.7,0,0,1,0,0,1596476.0,0.03245000000000002,0.8171435200000002,0.05899235999999999,0.04085884,0.020010699999999996,0.18285644000000006,66483
Nevada_1997,1,0,18.1,0,0,1,0,0,1675581.0,0.032428400000000024,0.8139485400000003,0.058698819999999985,0.04273503,0.018280749999999995,0.18605143000000007,65606
Nevada_1998,1,0,18.5,0,0,1,0,0,1743772.0,0.03240680000000003,0.8107535600000003,0.05840527999999998,0.04461122,0.016550799999999994,0.18924642000000008,66232
Nevada_1999,1,0,18.9,0,0,1,0,0,1809253.0,0.03238520000000003,0.8075585800000004,0.05811173999999998,0.04648741,0.014820849999999993,0.1924414100000001,67633
Nevada_2000,1,0,19.3,0,0,0,0,0,2018741.0,0.0323636,0.8043636,0.0578182,0.0483636,0.0130909,0.1956364,72192
Nevada_2001,1,0,20.8,0,0,0,0,0,2098399.0,0.0319363,0.8028647,0.0479576,0.0503979,0.0190981,0.1971353,69649
Nevada_2002,1,0,22.1,0,0,0,0,0,2173791.0,0.0371031,0.7891545,0.0494708,0.0554168,0.0174813,0.2108455,67896
Nevada_2003,1,0,21.2,0,0,0,0,0,2248850.0,0.0385866,0.7750865,0.0541051,0.0513788,0.0189787,0.2249135,66722
Nevada_2004,1,0,24.5,0,0,0,0,0,2346222.0,0.0330604,0.7912999,0.0511771,0.0611054,0.0153531,0.2087001,67872
Nevada_2005,1,0,23.4,0,0,0,0,0,2432143.0,0.0296967,0.7557567,0.0586711,0.0703968,0.0146996,0.2442434,67046
Nevada_2006,1,0,20.8,0,0,0,0,0,2522658.0,0.0273554,0.7335666,0.0623944,0.0709228,0.0203556,0.2664333,70427
Nevada_2007,1,0,21.8,0,0,0,0,0,2601072.0,0.0290797,0.740151,0.0657895,0.0723295,0.0167004,0.259849,70811
Nevada_2008,1,0,21.9,0,0,1,0,0,2653630.0,0.0368255,0.7661112,0.0652216,0.0750107,0.0183739,0.2338888,69057
Nevada_2009,1,0,21.8,0,0,1,0,0,2684665.0,0.0623446,0.75655,0.0668962,0.0778734,0.0170205,0.24345,65108
Nevada_2010,1,0,21.7,0,0,1,0,0,2702483.0,0.0715405,0.7438642,0.0652369,0.0760537,0.0162626,0.2561358,63760
Nevada_2011,1,0,22.5,0,0,1,12,1,2713114.0,0.0623444,0.7275686,0.0693524,0.0640677,0.0304446,0.2724313,56793
Nevada_2012,1,0,22.4,0,0,1,0,0,2744670.0,0.0571728,0.7176158,0.0698197,0.081344,0.0244331,0.2823842,55958
Nevada_2013,1,0,22.5,0,0,1,0,0,2776956.0,0.0511066,0.7043144,0.0714072,0.082623,0.0224316,0.2956856,60399
Nevada_2014,1,0,23.1,0,0,1,0,0,2818935.0,0.0432642,0.6965165,0.0751156,0.0808966,0.0244667,0.3034835,57135
Nevada_2015,1,0,23.6,0,0,1,0,0,2868531.0,0.0379798,0.7009041,0.0720691,0.0837039,0.0196754,0.2990959,59476
Nevada_2016,1,0,23.5,0,0,1,0,0,2919555.0,0.0304929,0.6921386,0.0752795,0.0899762,0.021587,0.3078615,62583
Nevada_2017,1,0,24.9,0,0,1,474,1,2972097.0,0.0275226,0.6756063,0.0759512,0.0918946,0.0212931,0.3243937,64151
Nevada_2018,1,0,25.3,0,0,1,0,0,3030725.0,0.0275867,0.6755626,0.0744633,0.0879801,0.0236457,0.3244374,66749
Nevada_2019,1,1,25.7,1,0,1,0,0,3090771.0,0.0250111,0.6868845,0.0740791,0.0900944,0.0212287,0.3131155,75143
Nevada_2020,1,1,28.0,1,1,1,5,1,3115648.0,0.0391979,0.563193,0.0767065,0.0876646,0.0255977,0.436807,64020
Nevada_2021,1,1,27.6,1,1,1,0,0,3146402.0,0.0451463,0.5307845,0.0703125,0.0992686,0.0257979,0.4692154,64340
New Hampshire_1984,0,0,18.2,0,0,0,0,0,976864.0,0.0245421,0.9895382,0.0049497,0.0036935,0.0014999,0.0104618,64542
New Hampshire_1985,0,0,19.23,0,0,0,0,0,996753.0,0.02605925,0.9883555333333334,0.004995133333333333,0.0043134666666666665,0.0015900666666666665,0.011644466666666667,63578
New Hampshire_1986,0,0,20.26,0,0,0,0,0,1025053.0000000001,0.0275764,0.9871728666666667,0.005040566666666666,0.004933433333333333,0.0016802333333333333,0.012827133333333334,72293
New Hampshire_1987,0,0,21.29,0,0,0,0,0,1054289.0,0.029093550000000003,0.9859902,0.005085999999999999,0.0055534,0.0017704,0.014009800000000001,73984
New Hampshire_1988,0,0,22.32,0,0,0,0,0,1082577.0,0.030610700000000005,0.9848075333333334,0.005131433333333333,0.006173366666666667,0.0018605666666666669,0.015192466666666668,76455
New Hampshire_1989,0,0,23.35,0,0,0,0,0,1104522.0,0.032127850000000006,0.9836248666666667,0.005176866666666666,0.0067933333333333335,0.0019507333333333337,0.016375133333333333,79402
New Hampshire_1990,0,0,24.4,0,0,0,0,0,1111831.0,0.033645,0.9824422,0.0052223,0.0074133,0.0020409,0.0175578,82270
New Hampshire_1991,0,0,24.97,0,0,0,0,0,1107055.0,0.03222688,0.98085608,0.00525093,0.00781042,0.00202043,0.01914392,70096
New Hampshire_1992,0,0,25.54,0,0,1,0,0,1112766.0,0.030808759999999998,0.97926996,0.00527956,0.008207540000000001,0.0019999600000000003,0.020730039999999998,74857
New Hampshire_1993,0,0,26.11,0,0,1,0,0,1122191.0,0.029390639999999996,0.97768384,0.00530819,0.008604660000000002,0.0019794900000000004,0.022316159999999998,70291
New Hampshire_1994,1,0,26.68,0,0,1,0,0,1133054.0,0.027972519999999994,0.97609772,0.00533682,0.009001780000000003,0.0019590200000000006,0.023902279999999998,63922
New Hampshire_1995,1,0,27.25,0,0,1,0,0,1145604.0,0.026554399999999992,0.9745115999999999,0.00536545,0.009398900000000003,0.0019385500000000005,0.025488399999999998,69371
New Hampshire_1996,1,0,27.82,0,0,1,0,0,1160768.0,0.02513627999999999,0.9729254799999999,0.00539408,0.009796020000000004,0.0019180800000000004,0.027074519999999998,67978
New Hampshire_1997,1,0,28.39,0,0,1,0,0,1173239.0,0.023718159999999988,0.9713393599999999,0.00542271,0.010193140000000005,0.0018976100000000003,0.028660639999999998,69226
New Hampshire_1998,1,0,28.96,0,0,1,0,0,1185823.0,0.022300039999999986,0.9697532399999998,0.00545134,0.010590260000000006,0.0018771400000000002,0.030246759999999998,74899
New Hampshire_1999,1,0,29.53,0,0,1,0,0,1201134.0,0.020881919999999984,0.9681671199999998,0.00547997,0.010987380000000007,0.0018566700000000002,0.031832879999999994,75127
New Hampshire_2000,1,0,30.1,0,0,0,0,0,1239882.0,0.0194638,0.966581,0.0055086,0.0113845,0.0018362,0.033419,80346
New Hampshire_2001,1,0,31.6,0,0,0,0,0,1255517.0,0.0180382,0.9597309,0.0072153,0.012773,0.00117,0.0402691,78743
New Hampshire_2002,1,0,30.1,0,0,0,0,0,1269089.0,0.0252672,0.9546486,0.0097182,0.0138214,0.0033474,0.0453515,83547
New Hampshire_2003,1,0,34.0,0,0,0,0,0,1279840.0,0.0335255,0.9581172,0.006244,0.0136407,0.0020173,0.0418828,82055
New Hampshire_2004,1,0,35.4,0,0,1,0,0,1290121.0,0.0238351,0.9608284,0.0062518,0.0168995,0.0033213,0.0391716,81691
New Hampshire_2005,1,0,32.8,0,0,1,0,0,1298492.0,0.0217119,0.9607305,0.0076815,0.0161467,0.0027434,0.0392695,79249
New Hampshire_2006,1,0,31.9,0,0,1,0,0,1308389.0,0.0228585,0.964503,0.0058511,0.0143548,0.0015603,0.035497,83477
New Hampshire_2007,1,0,32.5,0,0,1,0,0,1312540.0,0.024653,0.9586589,0.0064477,0.0147918,0.0019722,0.0413411,88519
New Hampshire_2008,1,0,33.3,0,0,1,0,0,1315906.0,0.0238242,0.9578082,0.0061482,0.0164464,0.0019982,0.0421918,83478
New Hampshire_2009,1,0,32.0,0,0,1,0,0,1316102.0,0.0404731,0.9516934,0.0091391,0.0155902,0.0026112,0.0483066,81181
New Hampshire_2010,1,0,32.8,0,0,1,0,0,1316807.0,0.0396219,0.9460114,0.0093006,0.0212476,0.0024953,0.0539887,82979
New Hampshire_2011,1,0,33.4,0,0,1,0,0,1320444.0,0.0354093,0.9527385,0.0074352,0.0171525,0.0023557,0.0472615,79534
New Hampshire_2012,1,0,34.6,0,0,1,0,0,1324677.0,0.0307372,0.9509986,0.0095033,0.0170762,0.0017076,0.0490014,80177
New Hampshire_2013,1,0,34.8,0,0,1,0,0,1327272.0,0.0297483,0.94914,0.0078984,0.0197092,0.0015502,0.05086,80498
New Hampshire_2014,1,0,35.0,0,0,1,0,0,1334257.0,0.0274095,0.9439893,0.0099062,0.0215999,0.0016386,0.0560107,84081
New Hampshire_2015,1,0,35.7,0,0,1,0,0,1337480.0,0.0216774,0.9393781,0.0114367,0.0222006,0.0024667,0.0606219,86541
New Hampshire_2016,1,0,36.6,0,0,1,0,0,1343694.0,0.0195115,0.9423593,0.0113941,0.0200328,0.0014894,0.0576407,86100
New Hampshire_2017,1,0,36.9,0,0,1,0,0,1350395.0,0.0198424,0.9424424,0.0106507,0.0254596,0.0017508,0.0575576,83591
New Hampshire_2018,1,0,36.8,0,0,1,0,0,1355064.0,0.0160377,0.9367199,0.0129898,0.0232221,0.0021045,0.0632801,87769
New Hampshire_2019,1,0,37.6,0,0,1,0,0,1360783.0,0.0149683,0.9425014,0.0126655,0.019502,0.0015832,0.0574986,92093
New Hampshire_2020,1,0,40.2,0,0,1,0,0,1378587.0,0.0216644,0.8980734,0.0162283,0.0207051,0.0019186,0.1019266,93045
New Hampshire_2021,1,0,29.25,0,0,1,0,0,1387505.0,0.0187417,0.8962222,0.0102896,0.0216081,0.0019109,0.1037777,88841
New Jersey_1984,0,0,18.3,0,0,0,0,0,7515473.0,0.0318613,0.8537408,0.1272412,0.015033,0.0014144,0.1462592,69180
New Jersey_1985,0,0,19.4,0,0,0,0,0,7565528.0,0.031343383333333336,0.8479839499999999,0.12461705000000001,0.01821315,0.0014941833333333332,0.15201605,74599
New Jersey_1986,0,0,20.5,0,0,0,0,0,7622159.0,0.03082546666666667,0.8422270999999999,0.12199290000000002,0.0213933,0.0015739666666666665,0.15777290000000002,75055
New Jersey_1987,0,0,21.6,0,0,0,0,0,7670742.0,0.030307550000000003,0.8364702499999999,0.11936875000000002,0.02457345,0.0016537499999999998,0.16352975000000003,78338
New Jersey_1988,0,0,22.7,0,0,0,0,0,7712333.0,0.029789633333333336,0.8307133999999998,0.11674460000000003,0.0277536,0.0017335333333333332,0.16928660000000004,80125
New Jersey_1989,0,0,23.8,0,0,0,0,0,7726089.0,0.02927171666666667,0.8249565499999998,0.11412045000000004,0.03093375,0.0018133166666666665,0.17504345000000004,82762
New Jersey_1990,0,0,24.9,0,0,0,0,0,7757158.0,0.0287538,0.8191997,0.1114963,0.0341139,0.0018931,0.1808003,78094
New Jersey_1991,0,0,25.42,0,0,0,0,0,7784269.0,0.02866598,0.8161627499999999,0.11029385,0.037040540000000004,0.00188963,0.18383725,77911
New Jersey_1992,0,0,25.94,0,0,1,0,0,7827770.0,0.028578160000000002,0.8131257999999999,0.1090914,0.039967180000000005,0.00188616,0.18687420000000002,74029
New Jersey_1993,0,0,26.46,0,0,1,0,0,7874891.0,0.028490340000000003,0.8100888499999999,0.10788895000000001,0.042893820000000006,0.00188269,0.18991115000000003,74986
New Jersey_1994,1,0,26.98,0,0,1,0,0,7918796.0,0.028402520000000004,0.8070518999999998,0.10668650000000002,0.04582046000000001,0.00187922,0.19294810000000004,76681
New Jersey_1995,1,0,27.5,0,0,1,10,1,7965523.0,0.028314700000000005,0.8040149499999998,0.10548405000000002,0.04874710000000001,0.00187575,0.19598505000000005,77788
New Jersey_1996,1,0,28.02,0,0,1,0,0,8009624.0,0.028226880000000006,0.8009779999999997,0.10428160000000003,0.05167374000000001,0.00187228,0.19902200000000006,81884
New Jersey_1997,1,0,28.54,0,0,1,0,0,8054178.0,0.028139060000000007,0.7979410499999997,0.10307915000000004,0.05460038000000001,0.00186881,0.20205895000000007,81085
New Jersey_1998,1,0,29.06,0,0,1,0,0,8095542.0,0.02805124000000001,0.7949040999999997,0.10187670000000004,0.05752702000000001,0.00186534,0.20509590000000008,83009
New Jersey_1999,1,0,29.58,0,0,1,0,0,8143412.0,0.02796342000000001,0.7918671499999996,0.10067425000000005,0.06045366000000001,0.00186187,0.2081328500000001,81128
New Jersey_2000,1,0,30.1,0,0,1,0,0,8430621.0,0.0278756,0.7888302,0.0994718,0.0633803,0.0018584,0.2111698,79524
New Jersey_2001,1,0,30.7,0,0,1,0,0,8492671.0,0.0286563,0.7909589,0.0967621,0.0631003,0.0018145,0.2090411,79418
New Jersey_2002,1,1,31.4,0,0,1,0,0,8552643.0,0.0368291,0.7824783,0.0917937,0.0642067,0.0015345,0.2175217,82410
New Jersey_2003,1,1,33.4,0,0,1,0,0,8601402.0,0.0372068,0.7699601,0.1033246,0.0703281,0.0014034,0.2300399,82761
New Jersey_2004,1,1,34.6,0,0,1,0,0,8634561.0,0.0344677,0.7694777,0.0955186,0.0716779,0.0016517,0.2305223,79476
New Jersey_2005,1,1,36.3,0,0,1,0,0,8651974.0,0.0307295,0.7590456,0.1038921,0.0696741,0.0019169,0.2409544,88128
New Jersey_2006,1,1,33.4,0,0,1,0,0,8661679.0,0.0304908,0.7505279,0.1091774,0.070623,0.0019028,0.2494721,91680
New Jersey_2007,1,1,33.9,0,0,1,0,0,8677885.0,0.0294243,0.746218,0.1072382,0.0750517,0.0024385,0.2537821,79260
New Jersey_2008,1,1,34.4,0,0,1,0,0,8711090.0,0.0297653,0.7542263,0.113403,0.071999,0.0025121,0.2457737,82381
New Jersey_2009,1,1,34.5,0,0,1,0,0,8755602.0,0.0497823,0.7476493,0.1110172,0.0766594,0.002895,0.2523507,81999
New Jersey_2010,1,1,35.4,0,0,1,0,0,8799451.0,0.0550378,0.7390187,0.1126111,0.0793531,0.0020444,0.2609813,78415
New Jersey_2011,1,1,35.3,0,0,1,0,0,8828552.0,0.0546131,0.7271832,0.1237679,0.0780834,0.0022407,0.2728168,75258
New Jersey_2012,1,1,36.2,0,0,1,0,0,8845671.0,0.0501006,0.7266684,0.1231663,0.0832926,0.0022158,0.2733316,78845
New Jersey_2013,1,1,36.6,1,0,1,0,0,8857821.0,0.0450458,0.7236357,0.1178737,0.0865665,0.0022483,0.2763643,74271
New Jersey_2014,1,1,37.4,1,1,1,0,0,8867277.0,0.0378551,0.7145498,0.1203603,0.0899015,0.0017697,0.2854501,74740
New Jersey_2015,1,1,37.6,1,1,1,0,0,8870312.0,0.0323635,0.7207994,0.1134203,0.0933781,0.0021067,0.2792006,78173
New Jersey_2016,1,1,38.6,1,1,1,0,0,8873584.0,0.0285979,0.7251687,0.1099577,0.0938141,0.0024748,0.2748313,77303
New Jersey_2017,1,1,39.7,1,1,1,0,0,8888147.0,0.0263749,0.7235627,0.1041719,0.101119,0.0023833,0.2764373,78739
New Jersey_2018,1,1,40.8,1,1,1,23,1,8891730.0,0.0236719,0.7200574,0.1043619,0.1019687,0.0024835,0.2799427,80033
New Jersey_2019,1,1,41.2,1,1,1,9,1,8891258.0,0.022338,0.7217468,0.1019229,0.104116,0.0021027,0.2782532,92969
New Jersey_2020,1,1,43.1,1,1,1,0,0,9271689.0,0.0381134,0.6120876,0.1086195,0.105988,0.0039615,0.3879124,89543
New Jersey_2021,1,1,30.35,1,1,1,0,0,9267961.0,0.040213,0.606748,0.1002855,0.11262,0.0036713,0.393252,88559
New Mexico_1984,0,0,17.6,0,0,0,0,0,1416717.0,0.0301282,0.8751208,0.0175565,0.0054486,0.0822438,0.1248792,51382
New Mexico_1985,0,0,18.07,0,0,0,0,0,1438361.0,0.031344750000000005,0.8556010000000001,0.0172907,0.005925333333333333,0.08524445,0.144399,49178
New Mexico_1986,0,0,18.54,0,0,0,0,0,1462729.0,0.0325613,0.8360812000000001,0.0170249,0.006402066666666666,0.08824509999999999,0.1639188,46964
New Mexico_1987,0,0,19.01,0,0,0,0,0,1478520.0,0.03377785,0.8165614000000001,0.0167591,0.006878799999999999,0.09124574999999999,0.1834386,47491
New Mexico_1988,0,0,19.48,0,0,0,0,0,1490337.0,0.034994399999999995,0.7970416000000001,0.0164933,0.007355533333333332,0.09424639999999998,0.2029584,42607
New Mexico_1989,0,0,19.95,0,0,0,0,0,1503901.0,0.03621094999999999,0.7775218000000002,0.0162275,0.007832266666666666,0.09724704999999997,0.22247820000000001,47817
New Mexico_1990,0,0,20.4,0,0,0,7,1,1519933.0,0.0374275,0.758002,0.0159617,0.008309,0.1002477,0.241998,50483
New Mexico_1991,0,0,20.72,0,0,0,0,0,1547115.0,0.036784910000000004,0.75573121,0.01671052,0.009306400000000001,0.09602579,0.24426878999999999,51631
New Mexico_1992,0,0,21.04,0,0,1,0,0,1580750.0,0.036142320000000006,0.75346042,0.01745934,0.010303800000000002,0.09180388,0.24653957999999998,49087
New Mexico_1993,0,0,21.36,0,0,1,0,0,1614937.0,0.03549973000000001,0.75118963,0.01820816,0.011301200000000003,0.08758197000000001,0.24881036999999998,49543
New Mexico_1994,1,0,21.68,0,0,1,0,0,1653329.0,0.03485714000000001,0.7489188400000001,0.018956980000000002,0.012298600000000003,0.08336006000000001,0.25108115999999997,48796
New Mexico_1995,1,0,22.0,0,0,1,0,0,1682417.0,0.03421455000000001,0.7466480500000001,0.019705800000000002,0.013296000000000004,0.07913815000000002,0.25335195,46029
New Mexico_1996,1,0,22.32,0,0,1,0,0,1706151.0,0.03357196000000001,0.7443772600000002,0.020454620000000003,0.014293400000000005,0.07491624000000002,0.25562274,43274
New Mexico_1997,1,0,22.64,0,0,1,0,0,1722939.0,0.03292937000000001,0.7421064700000002,0.021203440000000004,0.015290800000000005,0.07069433000000003,0.25789353000000004,50801
New Mexico_1998,1,0,22.96,0,0,1,0,0,1733535.0,0.032286780000000015,0.7398356800000002,0.021952260000000005,0.016288200000000006,0.06647242000000003,0.26016432000000006,52550
New Mexico_1999,1,0,23.28,0,0,1,0,0,1739844.0,0.031644190000000016,0.7375648900000003,0.022701080000000005,0.017285600000000005,0.06225051000000003,0.2624351100000001,53136
New Mexico_2000,1,0,23.6,0,0,0,0,0,1821204.0,0.0310016,0.7352941,0.0234499,0.018283,0.0580286,0.2647059,55366
New Mexico_2001,1,0,22.0,0,0,0,0,0,1831690.0,0.0316643,0.6869727,0.0172017,0.0111756,0.0746138,0.3130273,50813
New Mexico_2002,1,0,25.4,0,0,0,0,0,1855309.0,0.0345432,0.7251564,0.012766,0.0113892,0.0534418,0.2748435,53548
New Mexico_2003,1,0,23.7,0,0,0,0,0,1877574.0,0.031257,0.7125695,0.0159066,0.0102336,0.0855395,0.2874305,51839
New Mexico_2004,1,0,25.1,0,0,0,0,0,1903808.0,0.0349048,0.7095422,0.0173391,0.0107661,0.0844288,0.2904578,56884
New Mexico_2005,1,0,27.4,0,0,0,0,0,1932274.0,0.0321257,0.7050679,0.0151598,0.0140105,0.079028,0.2949321,54165
New Mexico_2006,1,0,25.3,0,0,0,0,0,1962137.0,0.0289746,0.6939958,0.0184579,0.0132532,0.0925578,0.3060042,53920
New Mexico_2007,1,0,24.8,0,0,0,0,0,1990070.0,0.0258162,0.6919271,0.0145754,0.0158662,0.1024579,0.3080729,58103
New Mexico_2008,1,0,24.7,0,0,1,0,0,2010662.0,0.0270139,0.7273315,0.0171662,0.0125383,0.1145133,0.2726686,53110
New Mexico_2009,1,0,25.3,0,0,1,0,0,2036802.0,0.0394345,0.7210353,0.0146152,0.0129677,0.1155931,0.2789647,55118
New Mexico_2010,1,0,25.0,0,0,1,0,0,2064614.0,0.0427404,0.7310115,0.0163986,0.0124421,0.1151023,0.2689885,56206
New Mexico_2011,1,0,25.6,0,0,1,0,0,2080706.9999999998,0.0508166,0.6657228,0.0177985,0.0126409,0.1681751,0.3342772,50683
New Mexico_2012,1,0,26.1,0,0,1,0,0,2087715.0000000002,0.0445096,0.6562136,0.0164888,0.0128977,0.1839563,0.3437864,51337
New Mexico_2013,1,0,26.4,0,0,1,5,1,2092833.0,0.0407832,0.6873795,0.0173988,0.0133915,0.168459,0.3126205,46792
New Mexico_2014,1,0,26.45,0,0,1,0,0,2090235.9999999998,0.0396204,0.6691905,0.0143131,0.0132241,0.1895971,0.3308095,53482
New Mexico_2015,1,0,26.5,0,0,1,0,0,2090071.0,0.0343435,0.6778523,0.0137374,0.0131082,0.1832005,0.3221476,51598
New Mexico_2016,1,0,27.2,0,0,1,0,0,2092554.9999999998,0.0326863,0.6759706,0.016107,0.0137985,0.1822141,0.3240294,54703
New Mexico_2017,1,0,27.1,0,0,1,6,1,2092844.0,0.028232,0.6895537,0.0152463,0.0139845,0.1828505,0.3104464,50401
New Mexico_2018,1,0,27.7,0,0,1,0,0,2093754.0,0.0264457,0.7020835,0.017769,0.0160544,0.1733257,0.2979166,52096
New Mexico_2019,1,1,28.9,1,0,1,7,1,2099634.0,0.0223017,0.7030237,0.0188787,0.0184638,0.1536746,0.2969763,56287
New Mexico_2020,1,1,30.1,1,1,1,0,0,2118390.0,0.0297821,0.505415,0.0205264,0.0134114,0.1319733,0.4945851,53283
New Mexico_2021,1,1,24.0,1,1,1,0,0,2116677.0,0.031178,0.4767829,0.0173552,0.0186863,0.1446782,0.5232171,53463
New York_1984,0,0,17.9,0,0,0,14,2,17745684.0,0.0324979,0.835972,0.1378472,0.0190869,0.0024675,0.164028,54861
New York_1985,0,0,18.77,0,0,0,0,0,17791672.0,0.032514433333333335,0.8306879333333334,0.1338539,0.021467133333333333,0.0026532333333333332,0.16931206666666668,56922
New York_1986,0,0,19.64,0,0,0,0,0,17833419.0,0.03253096666666667,0.8254038666666667,0.1298606,0.023847366666666665,0.0028389666666666664,0.17459613333333335,59223
New York_1987,0,0,20.51,0,0,0,0,0,17868848.0,0.0325475,0.8201198,0.1258673,0.026227599999999997,0.0030246999999999995,0.17988020000000002,60362
New York_1988,0,0,21.38,0,0,1,0,0,17941309.0,0.03256403333333333,0.8148357333333333,0.12187399999999998,0.02860783333333333,0.0032104333333333327,0.1851642666666667,63847
New York_1989,0,0,22.25,0,0,1,0,0,17983086.0,0.032580566666666665,0.8095516666666666,0.11788069999999998,0.03098806666666666,0.003396166666666666,0.19044833333333336,66633
New York_1990,0,0,23.1,0,0,1,0,0,18002855.0,0.0325971,0.8042676,0.1138874,0.0333683,0.0035819,0.1957324,63693
