statecode,state_year,bachelors_and_above_perc,is_after_brady_bill_fed_check_law,has_universal_background_checks,is_dem_majority,n_pub_mass_shooting_victims,n_pub_mass_shootings,population,median_income,statename,year,treatnew (21 states),treatyearnew
23,Minnesota_1991,21.8,0,0,1,0,0,4427429,57348,Minnesota,1991,0,0
23,Minnesota_1992,21.8,0,0,1,0,0,4471503,58808,Minnesota,1992,0,0
23,Minnesota_1993,21.8,0,0,1,0,0,4521709,62362,Minnesota,1993,0,0
23,Minnesota_1994,21.8,1,0,1,0,0,4566028,61018,Minnesota,1994,0,0
23,Minnesota_1995,21.8,1,0,1,0,0,4605445,67178,Minnesota,1995,0,0
23,Minnesota_1996,21.8,1,0,1,0,0,4647723,70711,Minnesota,1996,0,0
23,Minnesota_1997,21.8,1,0,1,0,0,4687726,71871,Minnesota,1997,0,0
23,Minnesota_1998,21.8,1,0,1,0,0,4726411,79843,Minnesota,1998,0,0
23,Minnesota_1999,21.8,1,0,1,0,0,4775508,76730,Minnesota,1999,0,0
23,Minnesota_2000,31.2,1,0,1,0,0,4933692,85592,Minnesota,2000,0,0
23,Minnesota_2001,31.4,1,0,1,0,0,4982796,80814,Minnesota,2001,0,0
23,Minnesota_2002,30.5,1,0,1,0,0,5018935,82491,Minnesota,2002,0,0
23,Minnesota_2003,32.7,1,0,1,0,0,5053572,78003,Minnesota,2003,0,0
23,Minnesota_2004,32.5,1,0,1,0,0,5087713,80668,Minnesota,2004,0,0
23,Minnesota_2005,34.2,1,0,1,15,1,5119598,75398,Minnesota,2005,0,0
23,Minnesota_2006,30.4,1,0,1,0,0,5163555,75720,Minnesota,2006,0,0
23,Minnesota_2007,31,1,0,1,0,0,5207203,76051,Minnesota,2007,0,0
23,Minnesota_2008,31.5,1,0,1,0,0,5247018,69286,Minnesota,2008,0,0
23,Minnesota_2009,31.5,1,0,1,0,0,5281203,71002,Minnesota,2009,0,0
23,Minnesota_2010,31.8,1,0,1,0,0,5310934,65156,Minnesota,2010,0,0
23,Minnesota_2011,32.4,1,0,1,0,0,5346620,69804,Minnesota,2011,0,0
23,Minnesota_2012,33.2,1,0,1,9,1,5377500,73055,Minnesota,2012,0,0
23,Minnesota_2013,33.5,1,0,1,0,0,5414722,74935,Minnesota,2013,0,0
23,Minnesota_2014,34.3,1,0,1,0,0,5452665,77032,Minnesota,2014,0,0
23,Minnesota_2015,34.7,1,0,1,0,0,5484002,78599,Minnesota,2015,0,0
23,Minnesota_2016,34.8,1,0,1,0,0,5525360,79278,Minnesota,2016,0,0
23,Minnesota_2017,36.1,1,0,1,0,0,5569283,77341,Minnesota,2017,0,0
23,Minnesota_2018,36.7,1,0,1,0,0,5608762,77488,Minnesota,2018,0,0
23,Minnesota_2019,37.3,1,0,1,0,0,5640053,86292,Minnesota,2019,0,0
23,Minnesota_2020,37.9,1,0,1,0,0,5709852,82431,Minnesota,2020,0,0
23,Minnesota_2021,38.9,1,0,1,5,1,5711471,80441,Minnesota,2021,0,0
24,Mississippi_1984,12.3,0,0,0,0,0,2578051,38431,Mississippi,1984,0,0
24,Mississippi_1985,12.3,0,0,0,0,0,2588102,39522,Mississippi,1985,0,0
24,Mississippi_1986,12.3,0,0,0,0,0,2593597,39079,Mississippi,1986,0,0
24,Mississippi_1987,12.3,0,0,0,0,0,2588545,42355,Mississippi,1987,0,0
24,Mississippi_1988,12.3,0,0,0,0,0,2580352,40112,Mississippi,1988,0,0
24,Mississippi_1989,12.3,0,0,0,0,0,2574269,42136,Mississippi,1989,0,0
24,Mississippi_1990,14.7,0,0,0,0,0,2577426,40682,Mississippi,1990,0,0
24,Mississippi_1991,14.7,0,0,0,0,0,2591230,37887,Mississippi,1991,0,0
24,Mississippi_1992,14.7,0,0,0,0,0,2610193,39046,Mississippi,1992,0,0
24,Mississippi_1993,14.7,0,0,0,0,0,2635574,41087,Mississippi,1993,0,0
24,Mississippi_1994,14.7,1,0,0,0,0,2663450,46066,Mississippi,1994,0,0
24,Mississippi_1995,14.7,1,0,0,0,0,2690788,46998,Mississippi,1995,0,0
24,Mississippi_1996,14.7,1,0,0,8,1,2709925,46019,Mississippi,1996,0,0
24,Mississippi_1997,14.7,1,0,0,10,1,2731826,48121,Mississippi,1997,0,0
24,Mississippi_1998,14.7,1,0,0,0,0,2751335,48513,Mississippi,1998,0,0
24,Mississippi_1999,14.7,1,0,0,0,0,2768619,52979,Mississippi,1999,0,0
24,Mississippi_2000,18.7,1,0,0,0,0,2848353,54113,Mississippi,2000,0,0
24,Mississippi_2001,23.3,1,0,0,0,0,2852994,46268,Mississippi,2001,0,0
24,Mississippi_2002,20.9,1,0,0,0,0,2858681,46639,Mississippi,2002,0,0
24,Mississippi_2003,19.3,1,0,0,15,1,2868312,48329,Mississippi,2003,0,0
24,Mississippi_2004,20.1,1,0,0,0,0,2889010,49972,Mississippi,2004,0,0
24,Mississippi_2005,21.8,1,0,0,0,0,2905943,45720,Mississippi,2005,0,0
24,Mississippi_2006,18.8,1,0,0,0,0,2904978,46788,Mississippi,2006,0,0
24,Mississippi_2007,18.9,1,0,0,0,0,2928350,48832,Mississippi,2007,0,0
24,Mississippi_2008,19.4,1,0,0,0,0,2947806,45975,Mississippi,2008,0,0
24,Mississippi_2009,19.6,1,0,0,0,0,2958774,44404,Mississippi,2009,0,0
24,Mississippi_2010,19.5,1,0,0,0,0,2970615,47521,Mississippi,2010,0,0
24,Mississippi_2011,19.8,1,0,0,0,0,2979147,49606,Mississippi,2011,0,0
24,Mississippi_2012,20.7,1,0,0,0,0,2984599,43318,Mississippi,2012,0,0
24,Mississippi_2013,20.4,1,0,0,0,0,2989839,37673,Mississippi,2013,0,0
24,Mississippi_2014,21.1,1,0,0,0,0,2991892,40692,Mississippi,2014,0,0
24,Mississippi_2015,20.8,1,0,0,0,0,2990231,45786,Mississippi,2015,0,0
24,Mississippi_2016,21.8,1,0,0,0,0,2990595,46402,Mississippi,2016,0,0
24,Mississippi_2017,21.9,1,0,0,9,1,2990674,47837,Mississippi,2017,0,0
24,Mississippi_2018,23.2,1,0,0,0,0,2982879,46159,Mississippi,2018,0,0
24,Mississippi_2019,22.3,1,0,0,0,0,2978227,47463,Mississippi,2019,0,0
24,Mississippi_2020,24.5,1,0,0,0,0,2958141,47242,Mississippi,2020,0,0
24,Mississippi_2021,24.8,1,0,0,0,0,2949586,46637,Mississippi,2021,0,0
25,Missouri_1984,13.9,0,0,0,0,0,4975278,51743,Missouri,1984,0,0
25,Missouri_1985,13.9,0,0,0,0,0,5000268,52828,Missouri,1985,0,0
25,Missouri_1986,13.9,0,0,0,0,0,5023068,51887,Missouri,1986,0,0
25,Missouri_1987,13.9,0,0,0,0,0,5056696,54268,Missouri,1987,0,0
25,Missouri_1988,13.9,0,0,0,0,0,5081736,51764,Missouri,1988,0,0
25,Missouri_1989,13.9,0,0,0,0,0,5095830,56057,Missouri,1989,0,0
25,Missouri_1990,17.8,0,0,0,0,0,5126370,55106,Missouri,1990,0,0
25,Missouri_1991,17.8,0,0,0,0,0,5157770,54327,Missouri,1991,0,0
25,Missouri_1992,17.8,0,0,1,0,0,5193686,51936,Missouri,1992,0,0
25,Missouri_1993,17.8,0,0,1,0,0,5237757,53105,Missouri,1993,0,0
25,Missouri_1994,17.8,1,0,1,0,0,5281206,54754,Missouri,1994,0,0
25,Missouri_1995,17.8,1,0,1,0,0,5324610,61674,Missouri,1995,0,0
25,Missouri_1996,17.8,1,0,1,0,0,5367888,59108,Missouri,1996,0,0
25,Missouri_1997,17.8,1,0,1,0,0,5407113,61721,Missouri,1997,0,0
25,Missouri_1998,17.8,1,0,1,0,0,5437562,66974,Missouri,1998,0,0
25,Missouri_1999,17.8,1,0,1,0,0,5468338,67505,Missouri,1999,0,0
25,Missouri_2000,26.2,1,0,0,0,0,5607285,71149,Missouri,2000,0,0
25,Missouri_2001,25.3,1,0,0,0,0,5641142,63415,Missouri,2001,0,0
25,Missouri_2002,26.7,1,0,0,0,0,5674825,64601,Missouri,2002,0,0
25,Missouri_2003,26.6,1,0,0,0,0,5709403,64623,Missouri,2003,0,0
25,Missouri_2004,28.1,1,0,0,0,0,5747741,60586,Missouri,2004,0,0
25,Missouri_2005,25,1,0,0,0,0,5790300,59782,Missouri,2005,0,0
25,Missouri_2006,24.3,1,0,0,0,0,5842704,60051,Missouri,2006,0,0
25,Missouri_2007,24.5,1,0,0,0,0,5887612,60263,Missouri,2007,0,0
25,Missouri_2008,25,1,0,0,8,1,5923916,58075,Missouri,2008,0,0
25,Missouri_2009,25.2,1,0,0,0,0,5961088,61735,Missouri,2009,0,0
25,Missouri_2010,25.6,1,0,0,9,1,5996089,57057,Missouri,2010,0,0
25,Missouri_2011,26.1,1,0,0,0,0,6011182,55261,Missouri,2011,0,0
25,Missouri_2012,26.4,1,0,0,0,0,6026027,58832,Missouri,2012,0,0
25,Missouri_2013,27,1,0,0,0,0,6042989,53941,Missouri,2013,0,0
25,Missouri_2014,27.5,1,0,0,0,0,6059130,64873,Missouri,2014,0,0
25,Missouri_2015,27.8,1,0,0,0,0,6075411,67696,Missouri,2015,0,0
25,Missouri_2016,28.5,1,0,0,0,0,6091384,62115,Missouri,2016,0,0
25,Missouri_2017,29.1,1,0,0,0,0,6111382,62481,Missouri,2017,0,0
25,Missouri_2018,29.5,1,0,0,0,0,6125986,66600,Missouri,2018,0,0
25,Missouri_2019,30.2,1,0,0,0,0,6140475,64218,Missouri,2019,0,0
25,Missouri_2020,31.9,1,0,0,7,1,6153998,65081,Missouri,2020,0,0
25,Missouri_2021,31.7,1,0,0,0,0,6169823,63594,Missouri,2021,0,0
26,Montana_1984,17.5,0,0,0,0,0,820905,48657,Montana,1984,0,0
26,Montana_1985,17.5,0,0,0,0,0,822320,48728,Montana,1985,0,0
26,Montana_1986,17.5,0,0,0,0,0,813739,48107,Montana,1986,0,0
26,Montana_1987,17.5,0,0,0,0,0,805063,46841,Montana,1987,0,0
26,Montana_1988,17.5,0,0,0,0,0,800202,49088,Montana,1988,0,0
26,Montana_1989,17.5,0,0,0,0,0,799636,50123,Montana,1989,0,0
26,Montana_1990,19.8,0,0,0,0,0,799824,47128,Montana,1990,0,0
26,Montana_1991,19.8,0,0,0,0,0,807837,48298,Montana,1991,0,0
26,Montana_1992,19.8,0,0,1,0,0,822436,50350,Montana,1992,0,0
26,Montana_1993,19.8,0,0,1,0,0,839876,49009,Montana,1993,0,0
26,Montana_1994,19.8,1,0,1,0,0,854923,50113,Montana,1994,0,0
26,Montana_1995,19.8,1,0,1,0,0,868522,49157,Montana,1995,0,0
26,Montana_1996,19.8,1,0,0,0,0,876656,49481,Montana,1996,0,0
26,Montana_1997,19.8,1,0,0,0,0,878706,49325,Montana,1997,0,0
26,Montana_1998,19.8,1,0,0,0,0,879533,52606,Montana,1998,0,0
26,Montana_1999,19.8,1,0,0,0,0,882779,50630,Montana,1999,0,0
26,Montana_2000,23.8,1,0,0,0,0,903773,51712,Montana,2000,0,0
26,Montana_2001,22.8,1,0,0,0,0,906961,49282,Montana,2001,0,0
26,Montana_2002,23.6,1,0,0,0,0,911667,52608,Montana,2002,0,0
26,Montana_2003,24.9,1,0,0,11,1,919630,50367,Montana,2003,0,0
26,Montana_2004,25.5,1,0,0,0,0,930009,48823,Montana,2004,0,0
26,Montana_2005,25.4,1,0,0,0,0,940102,51892,Montana,2005,0,0
26,Montana_2006,27.4,1,0,0,0,0,952692,55371,Montana,2006,0,0
26,Montana_2007,27,1,0,0,0,0,964706,57184,Montana,2007,0,0
26,Montana_2008,27.1,1,0,0,0,0,976415,54117,Montana,2008,0,0
26,Montana_2009,27.4,1,0,0,0,0,983982,51188,Montana,2009,0,0
26,Montana_2010,28.8,1,0,0,0,0,990730,51407,Montana,2010,0,0
26,Montana_2011,28.2,1,0,0,0,0,997518,48625,Montana,2011,0,0
26,Montana_2012,29.4,1,0,0,0,0,1004168,53304,Montana,2012,0,0
26,Montana_2013,29,1,0,0,0,0,1014158,50328,Montana,2013,0,0
26,Montana_2014,29.3,1,0,0,0,0,1022657,58541,Montana,2014,0,0
26,Montana_2015,30.6,1,0,0,0,0,1031495,58775,Montana,2015,0,0
26,Montana_2016,31,1,0,0,0,0,1042137,64440,Montana,2016,0,0
26,Montana_2017,32.3,1,0,0,0,0,1053862,63450,Montana,2017,0,0
26,Montana_2018,31.7,1,0,0,0,0,1061818,62233,Montana,2018,0,0
26,Montana_2019,33.6,1,0,0,0,0,1070123,63792,Montana,2019,0,0
26,Montana_2020,34.6,1,0,0,0,0,1087075,59390,Montana,2020,0,0
26,Montana_2021,34.8,1,0,0,0,0,1106227,64999,Montana,2021,0,0
27,Nebraska_1984,15.5,0,0,0,0,0,1588639,53292,Nebraska,1984,0,0
27,Nebraska_1985,15.5,0,0,0,0,0,1584664,52491,Nebraska,1985,0,0
27,Nebraska_1986,15.5,0,0,0,0,0,1574333,51524,Nebraska,1986,0,0
27,Nebraska_1987,15.5,0,0,0,0,0,1566547,53234,Nebraska,1987,0,0
27,Nebraska_1988,15.5,0,0,0,0,0,1571477,55553,Nebraska,1988,0,0
27,Nebraska_1989,15.5,0,0,0,0,0,1574864,55680,Nebraska,1989,0,0
27,Nebraska_1990,18.9,0,0,0,0,0,1580664,55408,Nebraska,1990,0,0
27,Nebraska_1991,18.9,0,0,0,0,0,1590805,57484,Nebraska,1991,0,0
27,Nebraska_1992,18.9,0,0,0,0,0,1602406,57037,Nebraska,1992,0,0
27,Nebraska_1993,18.9,0,0,0,0,0,1612149,57412,Nebraska,1993,0,0
27,Nebraska_1994,18.9,1,0,0,0,0,1621551,57663,Nebraska,1994,0,0
27,Nebraska_1995,18.9,1,0,0,0,0,1635142,58316,Nebraska,1995,0,0
27,Nebraska_1996,18.9,1,0,0,0,0,1647657,58675,Nebraska,1996,0,0
27,Nebraska_1997,18.9,1,0,0,0,0,1656042,58579,Nebraska,1997,0,0
27,Nebraska_1998,18.9,1,0,0,0,0,1660772,60663,Nebraska,1998,0,0
27,Nebraska_1999,18.9,1,0,0,0,0,1666028,63008,Nebraska,1999,0,0
27,Nebraska_2000,24.6,1,0,0,0,0,1713820,65869,Nebraska,2000,0,0
27,Nebraska_2001,25.7,1,0,0,0,0,1719836,66900,Nebraska,2001,0,0
27,Nebraska_2002,27.1,1,0,0,0,0,1728292,64631,Nebraska,2002,0,0
27,Nebraska_2003,26.8,1,0,0,0,0,1738643,64936,Nebraska,2003,0,0
27,Nebraska_2004,24.8,1,0,0,0,0,1749370,62957,Nebraska,2004,0,0
27,Nebraska_2005,25.4,1,0,0,0,0,1761497,66648,Nebraska,2005,0,0
27,Nebraska_2006,26.9,1,0,0,0,0,1772693,64854,Nebraska,2006,0,0
27,Nebraska_2007,27.5,1,0,0,15,1,1783440,64414,Nebraska,2007,0,0
27,Nebraska_2008,27.1,1,0,0,0,0,1796378,63991,Nebraska,2008,0,0
27,Nebraska_2009,27.4,1,0,0,0,0,1812683,62780,Nebraska,2009,0,0
27,Nebraska_2010,28.6,1,0,0,0,0,1829591,65384,Nebraska,2010,0,0
27,Nebraska_2011,27.9,1,0,0,0,0,1840914,67143,Nebraska,2011,0,0
27,Nebraska_2012,29,1,0,0,0,0,1853691,61707,Nebraska,2012,0,0
27,Nebraska_2013,29.4,1,0,0,0,0,1865813,67129,Nebraska,2013,0,0
27,Nebraska_2014,29.5,1,0,0,0,0,1879955,65148,Nebraska,2014,0,0
27,Nebraska_2015,30.2,1,0,0,0,0,1892059,69158,Nebraska,2015,0,0
27,Nebraska_2016,31.4,1,0,0,0,0,1906483,67035,Nebraska,2016,0,0
27,Nebraska_2017,31.7,1,0,0,0,0,1916998,65855,Nebraska,2017,0,0
27,Nebraska_2018,32.4,1,0,0,0,0,1925512,72911,Nebraska,2018,0,0
27,Nebraska_2019,33.2,1,0,0,0,0,1932571,77437,Nebraska,2019,0,0
27,Nebraska_2020,33.3,1,0,0,4,1,1962642,75622,Nebraska,2020,0,0
27,Nebraska_2021,34.4,1,0,0,0,0,1963554,78109,Nebraska,2021,0,0
28,Nevada_1984,14.4,0,0,0,0,0,924922,64199,Nevada,1984,0,0
28,Nevada_1985,14.4,0,0,0,0,0,951030,56043,Nevada,1985,0,0
28,Nevada_1986,14.4,0,0,0,0,0,980613,62044,Nevada,1986,0,0
28,Nevada_1987,14.4,0,0,0,0,0,1023376,61493,Nevada,1987,0,0
28,Nevada_1988,14.4,0,0,0,0,0,1075022,61789,Nevada,1988,0,0
28,Nevada_1989,14.4,0,0,0,0,0,1137382,62071,Nevada,1989,0,0
28,Nevada_1990,15.3,0,0,0,0,0,1218629,64564,Nevada,1990,0,0
28,Nevada_1991,15.3,0,0,0,0,0,1285046,64075,Nevada,1991,0,0
28,Nevada_1992,15.3,0,0,1,0,0,1330694,60568,Nevada,1992,0,0
28,Nevada_1993,15.3,0,0,1,0,0,1380197,66310,Nevada,1993,0,0
28,Nevada_1994,15.3,1,0,1,0,0,1456388,65057,Nevada,1994,0,0
28,Nevada_1995,15.3,1,0,1,0,0,1525777,63904,Nevada,1995,0,0
28,Nevada_1996,15.3,1,0,1,0,0,1596476,66483,Nevada,1996,0,0
28,Nevada_1997,15.3,1,0,1,0,0,1675581,65606,Nevada,1997,0,0
28,Nevada_1998,15.3,1,0,1,0,0,1743772,66232,Nevada,1998,0,0
28,Nevada_1999,15.3,1,0,1,0,0,1809253,67633,Nevada,1999,0,0
28,Nevada_2000,19.3,1,0,0,0,0,2018741,72192,Nevada,2000,0,0
28,Nevada_2001,20.8,1,0,0,0,0,2098399,69649,Nevada,2001,0,0
28,Nevada_2002,22.1,1,0,0,0,0,2173791,67896,Nevada,2002,0,0
28,Nevada_2003,21.2,1,0,0,0,0,2248850,66722,Nevada,2003,0,0
28,Nevada_2004,24.5,1,0,0,0,0,2346222,67872,Nevada,2004,0,0
28,Nevada_2005,23.4,1,0,0,0,0,2432143,67046,Nevada,2005,0,0
28,Nevada_2006,20.8,1,0,0,0,0,2522658,70427,Nevada,2006,0,0
28,Nevada_2007,21.8,1,0,0,0,0,2601072,70811,Nevada,2007,0,0
28,Nevada_2008,21.9,1,0,1,0,0,2653630,69057,Nevada,2008,0,0
28,Nevada_2009,21.8,1,0,1,0,0,2684665,65108,Nevada,2009,0,0
28,Nevada_2010,21.7,1,0,1,0,0,2702483,63760,Nevada,2010,0,0
28,Nevada_2011,22.5,1,0,1,12,1,2713114,56793,Nevada,2011,0,0
28,Nevada_2012,22.4,1,0,1,0,0,2744670,55958,Nevada,2012,0,0
28,Nevada_2013,22.5,1,0,1,0,0,2776956,60399,Nevada,2013,0,0
28,Nevada_2014,23.1,1,0,1,0,0,2818935,57135,Nevada,2014,0,0
28,Nevada_2015,23.6,1,0,1,0,0,2868531,59476,Nevada,2015,0,0
28,Nevada_2016,23.5,1,0,1,0,0,2919555,62583,Nevada,2016,0,0
28,Nevada_2017,24.9,1,0,1,474,1,2972097,64151,Nevada,2017,0,0
28,Nevada_2018,24.9,1,0,1,0,0,3030725,66749,Nevada,2018,0,0
28,Nevada_2019,25.7,1,1,1,0,0,3090771,75143,Nevada,2019,1,0
28,Nevada_2020,28,1,1,1,5,1,3115648,64020,Nevada,2020,1,1
28,Nevada_2021,27.6,1,1,1,0,0,3146402,64340,Nevada,2021,1,1
29,New Hampshire_1984,18.2,0,0,0,0,0,976864,64542,New Hampshire,1984,0,0
29,New Hampshire_1985,18.2,0,0,0,0,0,996753,63578,New Hampshire,1985,0,0
29,New Hampshire_1986,18.2,0,0,0,0,0,1025053,72293,New Hampshire,1986,0,0
29,New Hampshire_1987,18.2,0,0,0,0,0,1054289,73984,New Hampshire,1987,0,0
29,New Hampshire_1988,18.2,0,0,0,0,0,1082577,76455,New Hampshire,1988,0,0
29,New Hampshire_1989,18.2,0,0,0,0,0,1104522,79402,New Hampshire,1989,0,0
29,New Hampshire_1990,24.4,0,0,0,0,0,1111831,82270,New Hampshire,1990,0,0
29,New Hampshire_1991,24.4,0,0,0,0,0,1107055,70096,New Hampshire,1991,0,0
29,New Hampshire_1992,24.4,0,0,1,0,0,1112766,74857,New Hampshire,1992,0,0
29,New Hampshire_1993,24.4,0,0,1,0,0,1122191,70291,New Hampshire,1993,0,0
29,New Hampshire_1994,24.4,1,0,1,0,0,1133054,63922,New Hampshire,1994,0,0
29,New Hampshire_1995,24.4,1,0,1,0,0,1145604,69371,New Hampshire,1995,0,0
29,New Hampshire_1996,24.4,1,0,1,0,0,1160768,67978,New Hampshire,1996,0,0
29,New Hampshire_1997,24.4,1,0,1,0,0,1173239,69226,New Hampshire,1997,0,0
29,New Hampshire_1998,24.4,1,0,1,0,0,1185823,74899,New Hampshire,1998,0,0
29,New Hampshire_1999,24.4,1,0,1,0,0,1201134,75127,New Hampshire,1999,0,0
29,New Hampshire_2000,30.1,1,0,0,0,0,1239882,80346,New Hampshire,2000,0,0
29,New Hampshire_2001,31.6,1,0,0,0,0,1255517,78743,New Hampshire,2001,0,0
29,New Hampshire_2002,30.1,1,0,0,0,0,1269089,83547,New Hampshire,2002,0,0
29,New Hampshire_2003,34,1,0,0,0,0,1279840,82055,New Hampshire,2003,0,0
29,New Hampshire_2004,35.4,1,0,1,0,0,1290121,81691,New Hampshire,2004,0,0
29,New Hampshire_2005,32.8,1,0,1,0,0,1298492,79249,New Hampshire,2005,0,0
29,New Hampshire_2006,31.9,1,0,1,0,0,1308389,83477,New Hampshire,2006,0,0
29,New Hampshire_2007,32.5,1,0,1,0,0,1312540,88519,New Hampshire,2007,0,0
29,New Hampshire_2008,33.3,1,0,1,0,0,1315906,83478,New Hampshire,2008,0,0
29,New Hampshire_2009,32,1,0,1,0,0,1316102,81181,New Hampshire,2009,0,0
29,New Hampshire_2010,32.8,1,0,1,0,0,1316807,82979,New Hampshire,2010,0,0
29,New Hampshire_2011,33.4,1,0,1,0,0,1320444,79534,New Hampshire,2011,0,0
29,New Hampshire_2012,34.6,1,0,1,0,0,1324677,80177,New Hampshire,2012,0,0
29,New Hampshire_2013,34.6,1,0,1,0,0,1327272,80498,New Hampshire,2013,0,0
29,New Hampshire_2014,35,1,0,1,0,0,1334257,84081,New Hampshire,2014,0,0
29,New Hampshire_2015,35.7,1,0,1,0,0,1337480,86541,New Hampshire,2015,0,0
29,New Hampshire_2016,36.6,1,0,1,0,0,1343694,86100,New Hampshire,2016,0,0
29,New Hampshire_2017,36.9,1,0,1,0,0,1350395,83591,New Hampshire,2017,0,0
29,New Hampshire_2018,36.8,1,0,1,0,0,1355064,87769,New Hampshire,2018,0,0
29,New Hampshire_2019,37.6,1,0,1,0,0,1360783,92093,New Hampshire,2019,0,0
29,New Hampshire_2020,40.2,1,0,1,0,0,1378587,93045,New Hampshire,2020,0,0
29,New Hampshire_2021,40.2,1,0,1,0,0,1387505,88841,New Hampshire,2021,0,0
30,New Jersey_1984,18.3,0,0,0,0,0,7515473,69180,New Jersey,1984,0,0
30,New Jersey_1985,18.3,0,0,0,0,0,7565528,74599,New Jersey,1985,0,0
30,New Jersey_1986,18.3,0,0,0,0,0,7622159,75055,New Jersey,1986,0,0
30,New Jersey_1987,18.3,0,0,0,0,0,7670742,78338,New Jersey,1987,0,0
30,New Jersey_1988,18.3,0,0,0,0,0,7712333,80125,New Jersey,1988,0,0
30,New Jersey_1989,18.3,0,0,0,0,0,7726089,82762,New Jersey,1989,0,0
30,New Jersey_1990,24.9,0,0,0,0,0,7757158,78094,New Jersey,1990,0,0
30,New Jersey_1991,24.9,0,0,0,0,0,7784269,77911,New Jersey,1991,0,0
30,New Jersey_1992,24.9,0,0,1,0,0,7827770,74029,New Jersey,1992,0,0
30,New Jersey_1993,24.9,0,0,1,0,0,7874891,74986,New Jersey,1993,0,0
30,New Jersey_1994,24.9,1,0,1,0,0,7918796,76681,New Jersey,1994,0,0
30,New Jersey_1995,24.9,1,0,1,10,1,7965523,77788,New Jersey,1995,0,0
30,New Jersey_1996,24.9,1,0,1,0,0,8009624,81884,New Jersey,1996,0,0
30,New Jersey_1997,24.9,1,0,1,0,0,8054178,81085,New Jersey,1997,0,0
30,New Jersey_1998,24.9,1,0,1,0,0,8095542,83009,New Jersey,1998,0,0
30,New Jersey_1999,24.9,1,0,1,0,0,8143412,81128,New Jersey,1999,0,0
30,New Jersey_2000,30.1,1,0,1,0,0,8430621,79524,New Jersey,2000,0,0
30,New Jersey_2001,30.7,1,0,1,0,0,8492671,79418,New Jersey,2001,0,0
30,New Jersey_2002,31.4,1,0,1,0,0,8552643,82410,New Jersey,2002,0,0
30,New Jersey_2003,33.4,1,0,1,0,0,8601402,82761,New Jersey,2003,0,0
30,New Jersey_2004,34.6,1,0,1,0,0,8634561,79476,New Jersey,2004,0,0
30,New Jersey_2005,36.3,1,0,1,0,0,8651974,88128,New Jersey,2005,0,0
30,New Jersey_2006,33.4,1,0,1,0,0,8661679,91680,New Jersey,2006,0,0
30,New Jersey_2007,33.9,1,0,1,0,0,8677885,79260,New Jersey,2007,0,0
30,New Jersey_2008,34.4,1,0,1,0,0,8711090,82381,New Jersey,2008,0,0
30,New Jersey_2009,34.5,1,0,1,0,0,8755602,81999,New Jersey,2009,0,0
30,New Jersey_2010,35.4,1,0,1,0,0,8799451,78415,New Jersey,2010,0,0
30,New Jersey_2011,35.3,1,0,1,0,0,8828552,75258,New Jersey,2011,0,0
30,New Jersey_2012,36.2,1,0,1,0,0,8845671,78845,New Jersey,2012,0,0
30,New Jersey_2013,36.6,1,1,1,0,0,8857821,74271,New Jersey,2013,1,0
30,New Jersey_2014,37.4,1,1,1,0,0,8867277,74740,New Jersey,2014,1,1
30,New Jersey_2015,37.6,1,1,1,0,0,8870312,78173,New Jersey,2015,1,1
30,New Jersey_2016,38.6,1,1,1,0,0,8873584,77303,New Jersey,2016,1,1
30,New Jersey_2017,39.7,1,1,1,0,0,8888147,78739,New Jersey,2017,1,1
30,New Jersey_2018,40.8,1,1,1,23,1,8891730,80033,New Jersey,2018,1,1
30,New Jersey_2019,41.2,1,1,1,9,1,8891258,92969,New Jersey,2019,1,1
30,New Jersey_2020,43.1,1,1,1,0,0,9271689,89543,New Jersey,2020,1,1
30,New Jersey_2021,43.1,1,1,1,0,0,9267961,88559,New Jersey,2021,1,1
31,New Mexico_1984,17.6,0,0,0,0,0,1416717,51382,New Mexico,1984,0,0
31,New Mexico_1985,17.6,0,0,0,0,0,1438361,49178,New Mexico,1985,0,0
31,New Mexico_1986,17.6,0,0,0,0,0,1462729,46964,New Mexico,1986,0,0
31,New Mexico_1987,17.6,0,0,0,0,0,1478520,47491,New Mexico,1987,0,0
31,New Mexico_1988,17.6,0,0,0,0,0,1490337,42607,New Mexico,1988,0,0
31,New Mexico_1989,17.6,0,0,0,0,0,1503901,47817,New Mexico,1989,0,0
31,New Mexico_1990,20.4,0,0,0,7,1,1519933,50483,New Mexico,1990,0,0
31,New Mexico_1991,20.4,0,0,0,0,0,1547115,51631,New Mexico,1991,0,0
31,New Mexico_1992,20.4,0,0,1,0,0,1580750,49087,New Mexico,1992,0,0
31,New Mexico_1993,20.4,0,0,1,0,0,1614937,49543,New Mexico,1993,0,0
31,New Mexico_1994,20.4,1,0,1,0,0,1653329,48796,New Mexico,1994,0,0
31,New Mexico_1995,20.4,1,0,1,0,0,1682417,46029,New Mexico,1995,0,0
31,New Mexico_1996,20.4,1,0,1,0,0,1706151,43274,New Mexico,1996,0,0
31,New Mexico_1997,20.4,1,0,1,0,0,1722939,50801,New Mexico,1997,0,0
31,New Mexico_1998,20.4,1,0,1,0,0,1733535,52550,New Mexico,1998,0,0
31,New Mexico_1999,20.4,1,0,1,0,0,1739844,53136,New Mexico,1999,0,0
31,New Mexico_2000,23.6,1,0,0,0,0,1821204,55366,New Mexico,2000,0,0
31,New Mexico_2001,22,1,0,0,0,0,1831690,50813,New Mexico,2001,0,0
