statecode,state_year,bachelors_and_above_perc,is_after_brady_bill_fed_check_law,has_universal_background_checks,is_dem_majority,n_pub_mass_shooting_victims,n_pub_mass_shootings,population,median_income,statename,year,treatnew (21 states),treatyearnew
39,Rhode Island_2011,31.1,1,0,1,0,0,1053829,59196,Rhode Island,2011,0,0
39,Rhode Island_2012,31.4,1,0,1,0,0,1054893,66281,Rhode Island,2012,0,0
39,Rhode Island_2013,32.4,1,0,1,0,0,1055560,65614,Rhode Island,2013,0,0
39,Rhode Island_2014,30.4,1,0,1,0,0,1056511,67168,Rhode Island,2014,0,0
39,Rhode Island_2015,32.7,1,0,1,0,0,1056886,63699,Rhode Island,2015,0,0
39,Rhode Island_2016,34.1,1,0,1,0,0,1057816,69467,Rhode Island,2016,0,0
39,Rhode Island_2017,33.5,1,0,1,0,0,1056554,72285,Rhode Island,2017,0,0
39,Rhode Island_2018,34.4,1,0,1,0,0,1059338,67183,Rhode Island,2018,0,0
39,Rhode Island_2019,34.8,1,0,1,0,0,1058158,74344,Rhode Island,2019,0,0
39,Rhode Island_2020,38,1,0,1,0,0,1096345,83918,Rhode Island,2020,0,0
39,Rhode Island_2021,36.5,1,1,1,8,1,1096985,74982,Rhode Island,2021,1,0
40,South Carolina_1984,13.4,0,0,0,0,0,3271868,50582,South Carolina,1984,0,0
40,South Carolina_1985,13.4,0,0,0,0,0,3303209,48246,South Carolina,1985,0,0
40,South Carolina_1986,13.4,0,0,0,0,0,3342758,51988,South Carolina,1986,0,0
40,South Carolina_1987,13.4,0,0,0,0,0,3380506,57308,South Carolina,1987,0,0
40,South Carolina_1988,13.4,0,0,0,11,1,3412096,56379,South Carolina,1988,0,0
40,South Carolina_1989,13.4,0,0,0,0,0,3456775,50347,South Carolina,1989,0,0
40,South Carolina_1990,16.6,0,0,0,0,0,3499064,57935,South Carolina,1990,0,0
40,South Carolina_1991,16.6,0,0,0,0,0,3559470,53426,South Carolina,1991,0,0
40,South Carolina_1992,16.6,0,0,0,0,0,3600576,52348,South Carolina,1992,0,0
40,South Carolina_1993,16.6,0,0,0,0,0,3634507,48237,South Carolina,1993,0,0
40,South Carolina_1994,16.6,1,0,0,0,0,3666456,54130,South Carolina,1994,0,0
40,South Carolina_1995,16.6,1,0,0,0,0,3699943,51484,South Carolina,1995,0,0
40,South Carolina_1996,16.6,1,0,0,0,0,3738974,59798,South Carolina,1996,0,0
40,South Carolina_1997,16.6,1,0,0,0,0,3790066,57852,South Carolina,1997,0,0
40,South Carolina_1998,16.6,1,0,0,0,0,3839578,55422,South Carolina,1998,0,0
40,South Carolina_1999,16.6,1,0,0,0,0,3885736,59478,South Carolina,1999,0,0
40,South Carolina_2000,19,1,0,0,0,0,4024223,59274,South Carolina,2000,0,0
40,South Carolina_2001,23.4,1,0,0,0,0,4064995,57888,South Carolina,2001,0,0
40,South Carolina_2002,23.3,1,0,0,0,0,4107795,57104,South Carolina,2002,0,0
40,South Carolina_2003,22.3,1,0,0,4,1,4150297,56821,South Carolina,2003,0,0
40,South Carolina_2004,24.9,1,0,0,0,0,4210921,55631,South Carolina,2004,0,0
40,South Carolina_2005,24.2,1,0,0,0,0,4270150,55949,South Carolina,2005,0,0
40,South Carolina_2006,22.7,1,0,0,0,0,4357847,53367,South Carolina,2006,0,0
40,South Carolina_2007,23.5,1,0,0,0,0,4444110,57915,South Carolina,2007,0,0
40,South Carolina_2008,23.7,1,0,0,0,0,4528996,53177,South Carolina,2008,0,0
40,South Carolina_2009,24.3,1,0,0,0,0,4589872,52028,South Carolina,2009,0,0
40,South Carolina_2010,24.5,1,0,0,0,0,4635846,51927,South Carolina,2010,0,0
40,South Carolina_2011,24.1,1,0,0,0,0,4672655,48392,South Carolina,2011,0,0
40,South Carolina_2012,25.1,1,0,0,0,0,4719027,52492,South Carolina,2012,0,0
40,South Carolina_2013,26.1,1,0,0,0,0,4766469,50749,South Carolina,2013,0,0
40,South Carolina_2014,26.3,1,0,0,0,0,4826858,51469,South Carolina,2014,0,0
40,South Carolina_2015,26.8,1,0,0,10,1,4896006,53017,South Carolina,2015,0,0
40,South Carolina_2016,27.2,1,0,0,5,1,4963031,61347,South Carolina,2016,0,0
40,South Carolina_2017,28,1,0,0,0,0,5027102,60278,South Carolina,2017,0,0
40,South Carolina_2018,28.3,1,0,0,12,1,5091702,61980,South Carolina,2018,0,0
40,South Carolina_2019,29.6,1,0,0,0,0,5157702,65735,South Carolina,2019,0,0
40,South Carolina_2020,31.7,1,0,0,0,0,5131848,63159,South Carolina,2020,0,0
40,South Carolina_2021,31.5,1,0,0,6,1,5193266,62542,South Carolina,2021,0,0
41,South Dakota_1984,14,0,0,0,0,0,697249,48341,South Dakota,1984,0,0
41,South Dakota_1985,14,0,0,0,0,0,698402,43685,South Dakota,1985,0,0
41,South Dakota_1986,14,0,0,0,0,0,696034,47090,South Dakota,1986,0,0
41,South Dakota_1987,14,0,0,0,0,0,696036,48390,South Dakota,1987,0,0
41,South Dakota_1988,14,0,0,0,0,0,698165,49227,South Dakota,1988,0,0
41,South Dakota_1989,14,0,0,0,0,0,696701,51003,South Dakota,1989,0,0
41,South Dakota_1990,17.2,0,0,0,0,0,696667,49539,South Dakota,1990,0,0
41,South Dakota_1991,17.2,0,0,0,0,0,701445,47933,South Dakota,1991,0,0
41,South Dakota_1992,17.2,0,0,0,0,0,708698,49845,South Dakota,1992,0,0
41,South Dakota_1993,17.2,0,0,0,0,0,716258,51355,South Dakota,1993,0,0
41,South Dakota_1994,17.2,1,0,0,0,0,723038,53925,South Dakota,1994,0,0
41,South Dakota_1995,17.2,1,0,0,0,0,728251,52382,South Dakota,1995,0,0
41,South Dakota_1996,17.2,1,0,0,0,0,730699,50933,South Dakota,1996,0,0
41,South Dakota_1997,17.2,1,0,0,0,0,730855,50139,South Dakota,1997,0,0
41,South Dakota_1998,17.2,1,0,0,0,0,730789,54621,South Dakota,1998,0,0
41,South Dakota_1999,17.2,1,0,0,0,0,733133,58444,South Dakota,1999,0,0
41,South Dakota_2000,25.7,1,0,0,0,0,755844,57547,South Dakota,2000,0,0
41,South Dakota_2001,23.6,1,0,0,0,0,757972,60856,South Dakota,2001,0,0
41,South Dakota_2002,23.6,1,0,0,0,0,760020,57197,South Dakota,2002,0,0
41,South Dakota_2003,23.9,1,0,0,0,0,763729,58362,South Dakota,2003,0,0
41,South Dakota_2004,25.5,1,0,0,0,0,770396,59105,South Dakota,2004,0,0
41,South Dakota_2005,25,1,0,0,0,0,775493,60011,South Dakota,2005,0,0
41,South Dakota_2006,24.8,1,0,0,0,0,783033,61193,South Dakota,2006,0,0
41,South Dakota_2007,25,1,0,0,0,0,791623,60804,South Dakota,2007,0,0
41,South Dakota_2008,25.1,1,0,0,0,0,799124,65091,South Dakota,2008,0,0
41,South Dakota_2009,25.1,1,0,0,0,0,807067,58009,South Dakota,2009,0,0
41,South Dakota_2010,26.3,1,0,0,0,0,816193,56478,South Dakota,2010,0,0
41,South Dakota_2011,26.3,1,0,0,0,0,823740,57011,South Dakota,2011,0,0
41,South Dakota_2012,26.3,1,0,0,0,0,833859,58420,South Dakota,2012,0,0
41,South Dakota_2013,26.6,1,0,0,0,0,842751,62224,South Dakota,2013,0,0
41,South Dakota_2014,27.8,1,0,0,0,0,849670,60776,South Dakota,2014,0,0
41,South Dakota_2015,27.5,1,0,0,0,0,854663,62972,South Dakota,2015,0,0
41,South Dakota_2016,28.9,1,0,0,0,0,863693,64863,South Dakota,2016,0,0
41,South Dakota_2017,28.1,1,0,0,0,0,873732,62905,South Dakota,2017,0,0
41,South Dakota_2018,29.2,1,0,0,0,0,879386,64158,South Dakota,2018,0,0
41,South Dakota_2019,29.7,1,0,0,0,0,887127,68095,South Dakota,2019,0,0
41,South Dakota_2020,28.4,1,0,0,0,0,887799,73467,South Dakota,2020,0,0
41,South Dakota_2021,31.7,1,0,0,0,0,896164,73893,South Dakota,2021,0,0
42,Tennessee_1984,12.6,0,0,0,0,0,4686737,41798,Tennessee,1984,0,0
42,Tennessee_1985,12.6,0,0,0,0,0,4715296,42809,Tennessee,1985,0,0
42,Tennessee_1986,12.6,0,0,0,0,0,4738708,43204,Tennessee,1986,0,0
42,Tennessee_1987,12.6,0,0,0,0,0,4782927,48454,Tennessee,1987,0,0
42,Tennessee_1988,12.6,0,0,0,0,0,4822437,46052,Tennessee,1988,0,0
42,Tennessee_1989,12.6,0,0,0,0,0,4854444,47836,Tennessee,1989,0,0
42,Tennessee_1990,16,0,0,0,0,0,4890626,45549,Tennessee,1990,0,0
42,Tennessee_1991,16,0,0,0,0,0,4946886,47571,Tennessee,1991,0,0
42,Tennessee_1992,16,0,0,1,0,0,5013999,46160,Tennessee,1992,0,0
42,Tennessee_1993,16,0,0,1,0,0,5085666,46477,Tennessee,1993,0,0
42,Tennessee_1994,16,1,0,1,0,0,5163016,51941,Tennessee,1994,0,0
42,Tennessee_1995,16,1,0,1,0,0,5241168,51385,Tennessee,1995,0,0
42,Tennessee_1996,16,1,0,1,0,0,5313576,53114,Tennessee,1996,0,0
42,Tennessee_1997,16,1,0,1,0,0,5378433,51730,Tennessee,1997,0,0
42,Tennessee_1998,16,1,0,1,0,0,5432679,56795,Tennessee,1998,0,0
42,Tennessee_1999,16,1,0,1,0,0,5483535,59576,Tennessee,1999,0,0
42,Tennessee_2000,22,1,0,0,0,0,5703719,53793,Tennessee,2000,0,0
42,Tennessee_2001,21,1,0,0,0,0,5750789,54892,Tennessee,2001,0,0
42,Tennessee_2002,21.5,1,0,0,0,0,5795918,55923,Tennessee,2002,0,0
42,Tennessee_2003,23.5,1,0,0,0,0,5847812,55410,Tennessee,2003,0,0
42,Tennessee_2004,24.3,1,0,0,0,0,5910809,54741,Tennessee,2004,0,0
42,Tennessee_2005,21.5,1,0,0,0,0,5991057,54803,Tennessee,2005,0,0
42,Tennessee_2006,21.7,1,0,0,0,0,6088766,54816,Tennessee,2006,0,0
42,Tennessee_2007,21.8,1,0,0,0,0,6175727,53962,Tennessee,2007,0,0
42,Tennessee_2008,22.9,1,0,0,9,1,6247411,50083,Tennessee,2008,0,0
42,Tennessee_2009,23,1,0,0,0,0,6306019,51289,Tennessee,2009,0,0
42,Tennessee_2010,23.1,1,0,0,0,0,6355518,48058,Tennessee,2010,0,0
42,Tennessee_2011,23.6,1,0,0,0,0,6400298,51042,Tennessee,2011,0,0
42,Tennessee_2012,24.3,1,0,0,0,0,6455752,50830,Tennessee,2012,0,0
42,Tennessee_2013,24.8,1,0,0,0,0,6496943,50514,Tennessee,2013,0,0
42,Tennessee_2014,25.3,1,0,0,0,0,6544617,50079,Tennessee,2014,0,0
42,Tennessee_2015,25.7,1,0,0,8,1,6595354,54126,Tennessee,2015,0,0
42,Tennessee_2016,26.1,1,0,0,0,0,6651277,57969,Tennessee,2016,0,0
42,Tennessee_2017,27.3,1,0,0,9,1,6714748,61128,Tennessee,2017,0,0
42,Tennessee_2018,27.5,1,0,0,8,1,6778180,60487,Tennessee,2018,0,0
42,Tennessee_2019,28.7,1,0,0,0,0,6830325,60011,Tennessee,2019,0,0
42,Tennessee_2020,30.7,1,0,0,0,0,6925619,57542,Tennessee,2020,0,0
42,Tennessee_2021,30.5,1,0,0,16,1,6968351,62166,Tennessee,2021,0,0
43,Texas_1984,16.9,0,0,0,0,0,16007086,57344,Texas,1984,0,0
43,Texas_1985,16.9,0,0,0,0,0,16272734,57172,Texas,1985,0,0
43,Texas_1986,16.9,0,0,0,0,0,16561113,57181,Texas,1986,0,0
43,Texas_1987,16.9,0,0,0,0,0,16621791,56558,Texas,1987,0,0
43,Texas_1988,16.9,0,0,0,0,0,16667022,55120,Texas,1988,0,0
43,Texas_1989,16.9,0,0,0,0,0,16806735,54764,Texas,1989,0,0
43,Texas_1990,20.3,0,0,0,0,0,17044714,56912,Texas,1990,0,0
43,Texas_1991,20.3,0,0,0,55,2,17339904,53952,Texas,1991,0,0
43,Texas_1992,20.3,0,0,0,6,1,17650479,53060,Texas,1992,0,0
43,Texas_1993,20.3,0,0,0,0,0,17996764,53188,Texas,1993,0,0
43,Texas_1994,20.3,1,0,0,0,0,18338319,55778,Texas,1994,0,0
43,Texas_1995,20.3,1,0,0,0,0,18679706,56740,Texas,1995,0,0
43,Texas_1996,20.3,1,0,0,0,0,19006240,57050,Texas,1996,0,0
43,Texas_1997,20.3,1,0,0,6,1,19355427,59225,Texas,1997,0,0
43,Texas_1998,20.3,1,0,0,0,0,19712389,59613,Texas,1998,0,0
43,Texas_1999,20.3,1,0,0,15,1,20044141,63109,Texas,1999,0,0
43,Texas_2000,23.9,1,0,0,0,0,20944499,60913,Texas,2000,0,0
43,Texas_2001,23.8,1,0,0,0,0,21319622,62680,Texas,2001,0,0
43,Texas_2002,26.2,1,0,0,0,0,21690325,60634,Texas,2002,0,0
43,Texas_2003,24.7,1,0,0,0,0,22030931,57991,Texas,2003,0,0
43,Texas_2004,24.5,1,0,0,5,1,22394023,59522,Texas,2004,0,0
43,Texas_2005,25.5,1,0,0,7,1,22778123,57607,Texas,2005,0,0
43,Texas_2006,24.7,1,0,0,0,0,23359580,58337,Texas,2006,0,0
43,Texas_2007,25.2,1,0,0,0,0,23831983,60325,Texas,2007,0,0
43,Texas_2008,25.3,1,0,0,0,0,24309039,58645,Texas,2008,0,0
43,Texas_2009,25.5,1,0,0,47,1,24801761,60097,Texas,2009,0,0
43,Texas_2010,25.9,1,0,0,0,0,25241897,58861,Texas,2010,0,0
43,Texas_2011,26.4,1,0,0,0,0,25645504,59213,Texas,2011,0,0
43,Texas_2012,26.7,1,0,0,7,1,26084120,61388,Texas,2012,0,0
43,Texas_2013,27.5,1,0,0,0,0,26479646,59886,Texas,2013,0,0
43,Texas_2014,27.8,1,0,0,25,2,26963092,61717,Texas,2014,0,0
43,Texas_2015,28.4,1,0,0,18,2,27468531,64582,Texas,2015,0,0
43,Texas_2016,28.9,1,0,0,25,2,27914064,65649,Texas,2016,0,0
43,Texas_2017,29.6,1,0,0,67,3,28291024,66417,Texas,2017,0,0
43,Texas_2018,30.3,1,0,0,24,1,28624564,64506,Texas,2018,0,0
43,Texas_2019,30.8,1,0,0,53,2,28986794,71474,Texas,2019,0,0
43,Texas_2020,33.2,1,0,0,0,0,29232474,71599,Texas,2020,0,0
43,Texas_2021,33.1,1,0,0,9,2,29558864,67404,Texas,2021,0,0
44,Utah_1984,19.9,0,0,0,0,0,1622342,57427,Utah,1984,0,0
44,Utah_1985,19.9,0,0,0,0,0,1642910,60772,Utah,1985,0,0
44,Utah_1986,19.9,0,0,0,0,0,1662834,62195,Utah,1986,0,0
44,Utah_1987,19.9,0,0,0,0,0,1678119,60694,Utah,1987,0,0
44,Utah_1988,19.9,0,0,0,0,0,1689372,58101,Utah,1988,0,0
44,Utah_1989,19.9,0,0,0,0,0,1705864,64985,Utah,1989,0,0
44,Utah_1990,22.3,0,0,0,0,0,1729722,60771,Utah,1990,0,0
44,Utah_1991,22.3,0,0,0,0,0,1771941,54502,Utah,1991,0,0
44,Utah_1992,22.3,0,0,0,0,0,1821498,65015,Utah,1992,0,0
44,Utah_1993,22.3,0,0,0,0,0,1875993,66258,Utah,1993,0,0
44,Utah_1994,22.3,1,0,0,0,0,1930436,64776,Utah,1994,0,0
44,Utah_1995,22.3,1,0,0,0,0,1976774,64605,Utah,1995,0,0
44,Utah_1996,22.3,1,0,0,0,0,2022253,63892,Utah,1996,0,0
44,Utah_1997,22.3,1,0,0,0,0,2065397,72227,Utah,1997,0,0
44,Utah_1998,22.3,1,0,0,0,0,2100562,73801,Utah,1998,0,0
44,Utah_1999,22.3,1,0,0,0,0,2129836,75118,Utah,1999,0,0
44,Utah_2000,26.4,1,0,0,0,0,2244502,75020,Utah,2000,0,0
44,Utah_2001,27.9,1,0,0,0,0,2283715,72624,Utah,2001,0,0
44,Utah_2002,26.8,1,0,0,0,0,2324815,72281,Utah,2002,0,0
44,Utah_2003,28.4,1,0,0,0,0,2360137,72764,Utah,2003,0,0
44,Utah_2004,30.8,1,0,0,0,0,2401580,73144,Utah,2004,0,0
44,Utah_2005,29.8,1,0,0,0,0,2457719,76230,Utah,2005,0,0
44,Utah_2006,28.6,1,0,0,0,0,2525507,73587,Utah,2006,0,0
44,Utah_2007,28.7,1,0,0,10,1,2597746,70118,Utah,2007,0,0
44,Utah_2008,29.1,1,0,0,0,0,2663029,78888,Utah,2008,0,0
44,Utah_2009,28.5,1,0,0,0,0,2723421,74042,Utah,2009,0,0
44,Utah_2010,29.3,1,0,0,0,0,2775413,70611,Utah,2010,0,0
44,Utah_2011,29.7,1,0,0,0,0,2814797,66995,Utah,2011,0,0
44,Utah_2012,30.7,1,0,0,0,0,2854146,68972,Utah,2012,0,0
44,Utah_2013,31.3,1,0,0,0,0,2898773,71118,Utah,2013,0,0
44,Utah_2014,31.1,1,0,0,0,0,2938327,72609,Utah,2014,0,0
44,Utah_2015,31.8,1,0,0,0,0,2983626,75772,Utah,2015,0,0
44,Utah_2016,32.6,1,0,0,0,0,3044241,76188,Utah,2016,0,0
44,Utah_2017,32.6,1,0,0,5,1,3103540,77135,Utah,2017,0,0
44,Utah_2018,34.6,1,0,0,0,0,3155153,83152,Utah,2018,0,0
44,Utah_2019,34.8,1,0,0,0,0,3203383,89574,Utah,2019,0,0
44,Utah_2020,36.9,1,0,0,5,1,3283785,87915,Utah,2020,0,0
44,Utah_2021,36.8,1,0,0,0,0,3339113,87649,Utah,2021,0,0
45,Vermont_1984,19,0,0,0,0,0,526660,56234,Vermont,1984,0,0
45,Vermont_1985,19,0,0,0,0,0,530035,62607,Vermont,1985,0,0
45,Vermont_1986,19,0,0,0,0,0,534066,58215,Vermont,1986,0,0
45,Vermont_1987,19,0,0,0,0,0,540267,58146,Vermont,1987,0,0
45,Vermont_1988,19,0,0,0,0,0,549763,64008,Vermont,1988,0,0
45,Vermont_1989,19,0,0,0,0,0,557707,66207,Vermont,1989,0,0
45,Vermont_1990,24.3,0,0,0,0,0,564526,62699,Vermont,1990,0,0
45,Vermont_1991,24.3,0,0,0,0,0,567141,56718,Vermont,1991,0,0
45,Vermont_1992,24.3,0,0,1,0,0,570115,62175,Vermont,1992,0,0
45,Vermont_1993,24.3,0,0,1,0,0,574004,57517,Vermont,1993,0,0
45,Vermont_1994,24.3,1,0,1,0,0,578900,64932,Vermont,1994,0,0
45,Vermont_1995,24.3,1,0,1,0,0,582827,59901,Vermont,1995,0,0
45,Vermont_1996,24.3,1,0,1,0,0,586352,55819,Vermont,1996,0,0
45,Vermont_1997,24.3,1,0,1,0,0,588665,59188,Vermont,1997,0,0
45,Vermont_1998,24.3,1,0,1,0,0,590579,65593,Vermont,1998,0,0
45,Vermont_1999,24.3,1,0,1,0,0,593740,67833,Vermont,1999,0,0
45,Vermont_2000,28.8,1,0,1,0,0,609618,62467,Vermont,2000,0,0
45,Vermont_2001,29,1,0,1,0,0,612223,62579,Vermont,2001,0,0
45,Vermont_2002,30.8,1,0,1,0,0,615442,64938,Vermont,2002,0,0
45,Vermont_2003,31.3,1,0,1,0,0,617858,63883,Vermont,2003,0,0
45,Vermont_2004,34.2,1,0,1,0,0,619920,68051,Vermont,2004,0,0
45,Vermont_2005,34.4,1,0,1,0,0,621215,70515,Vermont,2005,0,0
45,Vermont_2006,32.4,1,0,1,0,0,622892,70022,Vermont,2006,0,0
45,Vermont_2007,33.6,1,0,1,0,0,623481,62077,Vermont,2007,0,0
45,Vermont_2008,32.1,1,0,1,0,0,624151,63964,Vermont,2008,0,0
45,Vermont_2009,33.1,1,0,1,0,0,624817,66227,Vermont,2009,0,0
45,Vermont_2010,33.6,1,0,1,0,0,625886,69648,Vermont,2010,0,0
45,Vermont_2011,35.4,1,0,1,0,0,627197,62611,Vermont,2011,0,0
45,Vermont_2012,35.8,1,0,1,0,0,626361,65710,Vermont,2012,0,0
45,Vermont_2013,35.7,1,0,1,0,0,626603,76320,Vermont,2013,0,0
45,Vermont_2014,34.9,1,0,1,0,0,625693,69545,Vermont,2014,0,0
45,Vermont_2015,36.9,1,0,1,0,0,625810,68037,Vermont,2015,0,0
45,Vermont_2016,36.4,1,0,1,0,0,624366,68687,Vermont,2016,0,0
45,Vermont_2017,36.4,1,0,1,0,0,625132,70385,Vermont,2017,0,0
45,Vermont_2018,38.3,1,1,1,0,0,624802,75599,Vermont,2018,1,0
45,Vermont_2019,38.7,1,1,1,0,0,624046,78746,Vermont,2019,1,1
45,Vermont_2020,42.1,1,1,1,0,0,642893,70398,Vermont,2020,1,1
45,Vermont_2021,44.4,1,1,1,0,0,646972,76079,Vermont,2021,1,1
46,Virginia_1984,19.1,0,0,0,0,0,5643870,66064,Virginia,1984,0,0
46,Virginia_1985,19.1,0,0,0,0,0,5715153,68456,Virginia,1985,0,0
46,Virginia_1986,19.1,0,0,0,0,0,5811700,70322,Virginia,1986,0,0
46,Virginia_1987,19.1,0,0,0,0,0,5932268,68626,Virginia,1987,0,0
46,Virginia_1988,19.1,0,0,0,0,0,6036909,72089,Virginia,1988,0,0
46,Virginia_1989,19.1,0,0,0,0,0,6120246,72180,Virginia,1989,0,0
46,Virginia_1990,24.5,0,0,0,0,0,6213526,70713,Virginia,1990,0,0
46,Virginia_1991,24.5,0,0,0,0,0,6283853,70301,Virginia,1991,0,0
46,Virginia_1992,24.5,0,0,0,0,0,6383315,72507,Virginia,1992,0,0
46,Virginia_1993,24.5,0,0,0,5,1,6464795,67456,Virginia,1993,0,0
46,Virginia_1994,24.5,1,0,0,0,0,6536771,68278,Virginia,1994,0,0
46,Virginia_1995,24.5,1,0,0,0,0,6601392,64148,Virginia,1995,0,0
46,Virginia_1996,24.5,1,0,0,0,0,6665491,67640,Virginia,1996,0,0
46,Virginia_1997,24.5,1,0,0,0,0,6732878,72534,Virginia,1997,0,0
46,Virginia_1998,24.5,1,0,0,0,0,6789225,72226,Virginia,1998,0,0
46,Virginia_1999,24.5,1,0,0,0,0,6872912,74536,Virginia,1999,0,0
46,Virginia_2000,31.9,1,0,0,0,0,7105817,74409,Virginia,2000,0,0
46,Virginia_2001,30.6,1,0,0,0,0,7198362,77071,Virginia,2001,0,0
46,Virginia_2002,34.6,1,0,0,6,1,7286873,74954,Virginia,2002,0,0
46,Virginia_2003,34.2,1,0,0,0,0,7366977,80897,Virginia,2003,0,0
46,Virginia_2004,33.1,1,0,0,0,0,7475575,73532,Virginia,2004,0,0
46,Virginia_2005,30.6,1,0,0,0,0,7577105,72198,Virginia,2005,0,0
46,Virginia_2006,32.7,1,0,0,0,0,7673725,76943,Virginia,2006,0,0
46,Virginia_2007,33.6,1,0,0,56,1,7751000,77496,Virginia,2007,0,0
46,Virginia_2008,33.7,1,0,1,0,0,7833496,78192,Virginia,2008,0,0
46,Virginia_2009,34,1,0,1,0,0,7925937,76586,Virginia,2009,0,0
46,Virginia_2010,34.2,1,0,1,8,1,8024004,75176,Virginia,2010,0,0
46,Virginia_2011,35.1,1,0,1,0,0,8102437,75594,Virginia,2011,0,0
46,Virginia_2012,35.5,1,0,1,0,0,8187456,76409,Virginia,2012,0,0
46,Virginia_2013,36.1,1,0,1,0,0,8255861,76779,Virginia,2013,0,0
46,Virginia_2014,36.7,1,0,1,0,0,8315430,75785,Virginia,2014,0,0
46,Virginia_2015,37,1,0,1,0,0,8367303,70315,Virginia,2015,0,0
46,Virginia_2016,38.1,1,0,1,5,1,8417651,75025,Virginia,2016,0,0
46,Virginia_2017,38.1,1,0,1,7,1,8471011,78265,Virginia,2017,0,0
46,Virginia_2018,38.7,1,0,1,0,0,8510920,83243,Virginia,2018,0,0
46,Virginia_2019,39.6,1,0,1,17,1,8556642,86172,Virginia,2019,0,0
46,Virginia_2020,42,1,1,1,6,1,8636471,86053,Virginia,2020,1,0
46,Virginia_2021,41.8,1,1,1,0,0,8657365,80268,Virginia,2021,1,1
47,Washington_1984,19,0,0,0,0,0,4343656,62308,Washington,1984,0,0
47,Washington_1985,19,0,0,0,0,0,4400098,57791,Washington,1985,0,0
47,Washington_1986,19,0,0,0,0,0,4452720,63615,Washington,1986,0,0
47,Washington_1987,19,0,0,0,0,0,4531901,62502,Washington,1987,0,0
47,Washington_1988,19,0,0,1,0,0,4639893,71381,Washington,1988,0,0
47,Washington_1989,19,0,0,1,0,0,4746316,67616,Washington,1989,0,0
47,Washington_1990,22.9,0,0,1,0,0,4900780,64743,Washington,1990,0,0
47,Washington_1991,22.9,0,0,1,0,0,5013443,66085,Washington,1991,0,0
47,Washington_1992,22.9,0,0,1,0,0,5139011,64349,Washington,1992,0,0
47,Washington_1993,22.9,0,0,1,0,0,5247704,66016,Washington,1993,0,0
47,Washington_1994,22.9,1,0,1,27,1,5334896,60817,Washington,1994,0,0
47,Washington_1995,22.9,1,0,1,0,0,5431024,62990,Washington,1995,0,0
47,Washington_1996,22.9,1,0,1,4,1,5509963,63267,Washington,1996,0,0
47,Washington_1997,22.9,1,0,1,0,0,5604105,75244,Washington,1997,0,0
47,Washington_1998,22.9,1,0,1,15,2,5687832,79002,Washington,1998,0,0
47,Washington_1999,22.9,1,0,1,0,0,5756361,74177,Washington,1999,0,0
47,Washington_2000,28.6,1,0,1,0,0,5910512,67092,Washington,2000,0,0
47,Washington_2001,26.9,1,0,1,0,0,5985722,65181,Washington,2001,0,0
47,Washington_2002,28.3,1,0,1,0,0,6052349,68236,Washington,2002,0,0
47,Washington_2003,28.8,1,0,1,0,0,6104115,70154,Washington,2003,0,0
47,Washington_2004,29.9,1,0,1,0,0,6178645,71780,Washington,2004,0,0
47,Washington_2005,30.9,1,0,1,7,1,6257305,70435,Washington,2005,0,0
47,Washington_2006,30.5,1,0,1,15,2,6370753,73715,Washington,2006,0,0
47,Washington_2007,30.3,1,0,1,6,1,6461587,76080,Washington,2007,0,0
47,Washington_2008,30.7,1,0,1,0,0,6562231,71438,Washington,2008,0,0
47,Washington_2009,31,1,0,1,5,1,6667426,76448,Washington,2009,0,0
47,Washington_2010,31.1,1,0,1,0,0,6743009,69941,Washington,2010,0,0
47,Washington_2011,31.9,1,0,1,0,0,6827479,68633,Washington,2011,0,0
47,Washington_2012,31.7,1,0,1,7,1,6898599,73519,Washington,2012,0,0
47,Washington_2013,32.7,1,0,1,21,1,6966252,74467,Washington,2013,0,0
47,Washington_2014,33.1,1,1,1,8,1,7057531,67666,Washington,2014,1,0
47,Washington_2015,34.2,1,1,1,0,0,7167287,76899,Washington,2015,1,1
47,Washington_2016,35.1,1,1,1,9,2,7299961,79382,Washington,2016,1,1
47,Washington_2017,35.1,1,1,1,4,1,7427951,79071,Washington,2017,1,1
47,Washington_2018,35.5,1,1,1,0,0,7526793,86021,Washington,2018,1,1
47,Washington_2019,37,1,1,1,0,0,7614024,87381,Washington,2019,1,1
47,Washington_2020,38.4,1,1,1,22,1,7724031,85157,Washington,2020,1,1
47,Washington_2021,39,1,1,1,0,0,7740745,87648,Washington,2021,1,1
48,West Virginia_1984,10.4,0,0,0,0,0,1927697,41950,West Virginia,1984,0,0
48,West Virginia_1985,10.4,0,0,0,0,0,1906831,38487,West Virginia,1985,0,0
48,West Virginia_1986,10.4,0,0,0,0,0,1882350,38963,West Virginia,1986,0,0
48,West Virginia_1987,10.4,0,0,0,0,0,1857585,39367,West Virginia,1987,0,0
48,West Virginia_1988,10.4,0,0,1,0,0,1830215,42733,West Virginia,1988,0,0
48,West Virginia_1989,10.4,0,0,1,0,0,1806568,45860,West Virginia,1989,0,0
48,West Virginia_1990,12.3,0,0,1,0,0,1792481,44632,West Virginia,1990,0,0
48,West Virginia_1991,12.3,0,0,1,0,0,1798212,45030,West Virginia,1991,0,0
48,West Virginia_1992,12.3,0,0,1,0,0,1805462,38478,West Virginia,1992,0,0
48,West Virginia_1993,12.3,0,0,1,0,0,1816179,41513,West Virginia,1993,0,0
